state,end_date,pollster_rating_name,poll_id,partisan,sample_size,methodology,population,candidate_name,pct,raw_sample_size,candidates_tested,poll_sample_size_weight,number_options,undecided,numeric_grade,pollster_wt,cumulative_poll_wt,methodology_simple,region_computed,region_census_big,region_census_small
Michigan,2024-07-13,Marketing Resource Group (MRG),87399,center/independent,600,Live Phone,rv,Joe Biden,36.0,600,Donald Trump Joe Biden,0.7718997315912125,2,25.0,1.78,1.0135840091897286,1.0135840091897286,Live Phone,Rust Belt,Midwest,East North Central
Michigan,2024-07-13,Marketing Resource Group (MRG),87399,center/independent,600,Live Phone,rv,Donald Trump,39.0,600,Donald Trump Joe Biden,0.7718997315912125,2,25.0,1.78,1.0135840091897286,1.0135840091897286,Live Phone,Rust Belt,Midwest,East North Central
Wisconsin,2024-07-12,Public Policy Polling,87438,left,653,IVR/Text,rv,Joe Biden,47.0,653,Donald Trump Joe Biden,0.805270621951375,2,7.0,1.32,0.940585398419418,0.940585398419418,IVR/Mostly IVR,Rust Belt,Midwest,East North Central
Wisconsin,2024-07-12,Public Policy Polling,87438,left,653,IVR/Text,rv,Donald Trump,46.0,653,Donald Trump Joe Biden,0.805270621951375,2,7.0,1.32,0.940585398419418,0.940585398419418,IVR/Mostly IVR,Rust Belt,Midwest,East North Central
National,2024-07-15,ActiVote,87434,center/independent,1000,App Panel,lv,Robert F. Kennedy,15.1,1000,Donald Trump Joe Biden Robert F. Kennedy,0.9965182684649138,3,0.1000000000000085,,1.0,1.0,River Sample,,,
National,2024-07-15,ActiVote,87434,center/independent,1000,App Panel,lv,Joe Biden,41.4,1000,Donald Trump Joe Biden Robert F. Kennedy,0.9965182684649138,3,0.1000000000000085,,1.0,1.0,River Sample,,,
National,2024-07-15,ActiVote,87434,center/independent,1000,App Panel,lv,Donald Trump,43.4,1000,Donald Trump Joe Biden Robert F. Kennedy,0.9965182684649138,3,0.1000000000000085,,1.0,1.0,River Sample,,,
Washington,2024-07-13,SurveyUSA,87430,center/independent,708,Online Panel,lv,Joe Biden,50.0,708,Donald Trump Joe Biden,0.8384977345491706,2,14.0,2.82,1.1371480914321712,1.1371480914321712,Online Non-Prob Panel,Pacific,West,Pacific
Washington,2024-07-13,SurveyUSA,87430,center/independent,708,Online Panel,lv,Donald Trump,36.0,708,Donald Trump Joe Biden,0.8384977345491706,2,14.0,2.82,1.1371480914321712,1.1371480914321712,Online Non-Prob Panel,Pacific,West,Pacific
Arizona,2024-07-11,J.L. Partners,87469,right,513,Live Phone/Text/Online Ad,lv,Robert F. Kennedy,4.0,513,Donald Trump Jill Stein Joe Biden Robert F. Kennedy,0.7137464271463297,4,10.0,1.67,0.997548149884987,0.997548149884987,Includes Live Phone,Southwest,West,Southwest
Arizona,2024-07-11,J.L. Partners,87469,right,513,Live Phone/Text/Online Ad,lv,Joe Biden,40.0,513,Donald Trump Jill Stein Joe Biden Robert F. Kennedy,0.7137464271463297,4,10.0,1.67,0.997548149884987,0.997548149884987,Includes Live Phone,Southwest,West,Southwest
Arizona,2024-07-11,J.L. Partners,87469,right,513,Live Phone/Text/Online Ad,lv,Donald Trump,46.0,513,Donald Trump Jill Stein Joe Biden Robert F. Kennedy,0.7137464271463297,4,10.0,1.67,0.997548149884987,0.997548149884987,Includes Live Phone,Southwest,West,Southwest
National,2024-07-13,Manhattan Institute,87436,center/independent,1500,Online Panel/Text-to-Web,lv,Robert F. Kennedy,5.0,2100,Chase Oliver Cornel West Donald Trump Jill Stein Joe Biden Robert F. Kennedy,1.4440921662785415,6,11.0,,1.0,1.0,Includes Text-to-Web,,,
National,2024-07-13,Manhattan Institute,87436,center/independent,1500,Online Panel/Text-to-Web,lv,Joe Biden,40.0,2100,Chase Oliver Cornel West Donald Trump Jill Stein Joe Biden Robert F. Kennedy,1.4440921662785415,6,11.0,,1.0,1.0,Includes Text-to-Web,,,
National,2024-07-13,Manhattan Institute,87436,center/independent,1500,Online Panel/Text-to-Web,lv,Donald Trump,44.0,2100,Chase Oliver Cornel West Donald Trump Jill Stein Joe Biden Robert F. Kennedy,1.4440921662785415,6,11.0,,1.0,1.0,Includes Text-to-Web,,,
National,2024-07-11,Morning Consult,87408,center/independent,1500,Online Panel,rv,Joe Biden,42.0,4000,Donald Trump Joe Biden,1.836678059957297,2,14.0,1.8,1.016419236906677,0.6704973790399477,Online Non-Prob Panel,,,
National,2024-07-11,Morning Consult,87408,center/independent,1500,Online Panel,rv,Donald Trump,44.0,4000,Donald Trump Joe Biden,1.836678059957297,2,14.0,1.8,1.016419236906677,0.6704973790399477,Online Non-Prob Panel,,,
Virginia,2024-07-12,The New York Times/Siena College,87404,center/independent,661,Live Phone,lv,Robert F. Kennedy,7.0,661,Chase Oliver Cornel West Donald Trump Jill Stein Joe Biden Robert F. Kennedy,0.8101883508499914,6,15.0,3.0,1.1548752214234834,1.1548752214234834,Live Phone,Southeast,South,South Atlantic
Virginia,2024-07-12,The New York Times/Siena College,87404,center/independent,661,Live Phone,lv,Joe Biden,40.0,661,Chase Oliver Cornel West Donald Trump Jill Stein Joe Biden Robert F. Kennedy,0.8101883508499914,6,15.0,3.0,1.1548752214234834,1.1548752214234834,Live Phone,Southeast,South,South Atlantic
Virginia,2024-07-12,The New York Times/Siena College,87404,center/independent,661,Live Phone,lv,Donald Trump,38.0,661,Chase Oliver Cornel West Donald Trump Jill Stein Joe Biden Robert F. Kennedy,0.8101883508499914,6,15.0,3.0,1.1548752214234834,1.1548752214234834,Live Phone,Southeast,South,South Atlantic
Pennsylvania,2024-07-11,The New York Times/Siena College,87403,center/independent,872,Live Phone,lv,Robert F. Kennedy,7.0,872,Chase Oliver Cornel West Donald Trump Jill Stein Joe Biden Robert F. Kennedy,0.9305581287502238,6,11.0,3.0,1.1548752214234834,1.1548752214234834,Live Phone,Rust Belt,Midwest,Middle Atlantic
Pennsylvania,2024-07-11,The New York Times/Siena College,87403,center/independent,872,Live Phone,lv,Joe Biden,40.0,872,Chase Oliver Cornel West Donald Trump Jill Stein Joe Biden Robert F. Kennedy,0.9305581287502238,6,11.0,3.0,1.1548752214234834,1.1548752214234834,Live Phone,Rust Belt,Midwest,Middle Atlantic
Pennsylvania,2024-07-11,The New York Times/Siena College,87403,center/independent,872,Live Phone,lv,Donald Trump,42.0,872,Chase Oliver Cornel West Donald Trump Jill Stein Joe Biden Robert F. Kennedy,0.9305581287502238,6,11.0,3.0,1.1548752214234834,1.1548752214234834,Live Phone,Rust Belt,Midwest,Middle Atlantic
National,2024-07-13,3W Insights,87401,left,1500,Online Panel,lv,Joe Biden,42.7,4616,Donald Trump Joe Biden,1.836678059957297,2,11.400000000000006,,1.0,1.0,Online Non-Prob Panel,,,
National,2024-07-13,3W Insights,87401,left,1500,Online Panel,lv,Donald Trump,45.9,4616,Donald Trump Joe Biden,1.836678059957297,2,11.400000000000006,,1.0,1.0,Online Non-Prob Panel,,,
Nebraska CD-2,2024-07-11,Torchlight Strategies,87488,right,300,Live Phone/Text-to-Web,lv,Joe Biden,42.0,300,Donald Trump Joe Biden,0.5458155346042223,2,16.0,,1.0,1.0,Live Phone + Text-to-Web,Plains,Midwest,West North Central
Nebraska CD-2,2024-07-11,Torchlight Strategies,87488,right,300,Live Phone/Text-to-Web,lv,Donald Trump,42.0,300,Donald Trump Joe Biden,0.5458155346042223,2,16.0,,1.0,1.0,Live Phone + Text-to-Web,Plains,Midwest,West North Central
Nebraska,2024-07-11,Torchlight Strategies,87487,right,698,Live Phone/Text-to-Web,lv,Joe Biden,33.0,698,Donald Trump Joe Biden,0.8325550818115569,2,15.0,,1.0,1.0,Live Phone + Text-to-Web,Plains,Midwest,West North Central
Nebraska,2024-07-11,Torchlight Strategies,87487,right,698,Live Phone/Text-to-Web,lv,Donald Trump,52.0,698,Donald Trump Joe Biden,0.8325550818115569,2,15.0,,1.0,1.0,Live Phone + Text-to-Web,Plains,Midwest,West North Central
Pennsylvania,2024-07-10,Redfield & Wilton Strategies,87422,center/independent,719,Online Panel,lv,Robert F. Kennedy,6.0,719,Chase Oliver Donald Trump Jill Stein Joe Biden Robert F. Kennedy,0.8449863821963752,5,9.0,1.84,1.0220195548231945,1.0220195548231945,Online Non-Prob Panel,Rust Belt,Midwest,Middle Atlantic
Pennsylvania,2024-07-10,Redfield & Wilton Strategies,87422,center/independent,719,Online Panel,lv,Joe Biden,40.0,719,Chase Oliver Donald Trump Jill Stein Joe Biden Robert F. Kennedy,0.8449863821963752,5,9.0,1.84,1.0220195548231945,1.0220195548231945,Online Non-Prob Panel,Rust Belt,Midwest,Middle Atlantic
Pennsylvania,2024-07-10,Redfield & Wilton Strategies,87422,center/independent,719,Online Panel,lv,Donald Trump,45.0,719,Chase Oliver Donald Trump Jill Stein Joe Biden Robert F. Kennedy,0.8449863821963752,5,9.0,1.84,1.0220195548231945,1.0220195548231945,Online Non-Prob Panel,Rust Belt,Midwest,Middle Atlantic
North Carolina,2024-07-10,Redfield & Wilton Strategies,87421,center/independent,420,Online Panel,lv,Robert F. Kennedy,4.0,420,Chase Oliver Donald Trump Jill Stein Joe Biden Robert F. Kennedy,0.6458176499147497,5,10.0,1.84,1.0220195548231945,1.0220195548231945,Online Non-Prob Panel,Southeast,South,South Atlantic
North Carolina,2024-07-10,Redfield & Wilton Strategies,87421,center/independent,420,Online Panel,lv,Joe Biden,42.0,420,Chase Oliver Donald Trump Jill Stein Joe Biden Robert F. Kennedy,0.6458176499147497,5,10.0,1.84,1.0220195548231945,1.0220195548231945,Online Non-Prob Panel,Southeast,South,South Atlantic
North Carolina,2024-07-10,Redfield & Wilton Strategies,87421,center/independent,420,Online Panel,lv,Donald Trump,44.0,420,Chase Oliver Donald Trump Jill Stein Joe Biden Robert F. Kennedy,0.6458176499147497,5,10.0,1.84,1.0220195548231945,1.0220195548231945,Online Non-Prob Panel,Southeast,South,South Atlantic
Michigan,2024-07-10,Redfield & Wilton Strategies,87420,center/independent,465,Online Panel,lv,Robert F. Kennedy,6.0,465,Chase Oliver Donald Trump Jill Stein Joe Biden Robert F. Kennedy,0.6795348604845112,5,9.0,1.84,1.0220195548231945,1.0220195548231945,Online Non-Prob Panel,Rust Belt,Midwest,East North Central
Michigan,2024-07-10,Redfield & Wilton Strategies,87420,center/independent,465,Online Panel,lv,Joe Biden,43.0,465,Chase Oliver Donald Trump Jill Stein Joe Biden Robert F. Kennedy,0.6795348604845112,5,9.0,1.84,1.0220195548231945,1.0220195548231945,Online Non-Prob Panel,Rust Belt,Midwest,East North Central
Michigan,2024-07-10,Redfield & Wilton Strategies,87420,center/independent,465,Online Panel,lv,Donald Trump,42.0,465,Chase Oliver Donald Trump Jill Stein Joe Biden Robert F. Kennedy,0.6795348604845112,5,9.0,1.84,1.0220195548231945,1.0220195548231945,Online Non-Prob Panel,Rust Belt,Midwest,East North Central
Georgia,2024-07-10,Redfield & Wilton Strategies,87419,center/independent,433,Online Panel,lv,Robert F. Kennedy,6.0,433,Chase Oliver Donald Trump Jill Stein Joe Biden Robert F. Kennedy,0.6557362804614414,5,8.0,1.84,1.0220195548231945,1.0220195548231945,Online Non-Prob Panel,Southeast,South,South Atlantic
Georgia,2024-07-10,Redfield & Wilton Strategies,87419,center/independent,433,Online Panel,lv,Joe Biden,40.0,433,Chase Oliver Donald Trump Jill Stein Joe Biden Robert F. Kennedy,0.6557362804614414,5,8.0,1.84,1.0220195548231945,1.0220195548231945,Online Non-Prob Panel,Southeast,South,South Atlantic
Georgia,2024-07-10,Redfield & Wilton Strategies,87419,center/independent,433,Online Panel,lv,Donald Trump,46.0,433,Chase Oliver Donald Trump Jill Stein Joe Biden Robert F. Kennedy,0.6557362804614414,5,8.0,1.84,1.0220195548231945,1.0220195548231945,Online Non-Prob Panel,Southeast,South,South Atlantic
Florida,2024-07-10,Redfield & Wilton Strategies,87418,center/independent,465,Online Panel,lv,Robert F. Kennedy,5.0,465,Chase Oliver Donald Trump Jill Stein Joe Biden Robert F. Kennedy,0.6795348604845112,5,9.0,1.84,1.0220195548231945,1.0220195548231945,Online Non-Prob Panel,Southeast,South,South Atlantic
Florida,2024-07-10,Redfield & Wilton Strategies,87418,center/independent,465,Online Panel,lv,Joe Biden,41.0,465,Chase Oliver Donald Trump Jill Stein Joe Biden Robert F. Kennedy,0.6795348604845112,5,9.0,1.84,1.0220195548231945,1.0220195548231945,Online Non-Prob Panel,Southeast,South,South Atlantic
Florida,2024-07-10,Redfield & Wilton Strategies,87418,center/independent,465,Online Panel,lv,Donald Trump,45.0,465,Chase Oliver Donald Trump Jill Stein Joe Biden Robert F. Kennedy,0.6795348604845112,5,9.0,1.84,1.0220195548231945,1.0220195548231945,Online Non-Prob Panel,Southeast,South,South Atlantic
Arizona,2024-07-10,Redfield & Wilton Strategies,87417,center/independent,419,Online Panel,lv,Robert F. Kennedy,7.0,419,Chase Oliver Donald Trump Jill Stein Joe Biden Robert F. Kennedy,0.6450483611962949,5,11.0,1.84,1.0220195548231945,1.0220195548231945,Online Non-Prob Panel,Southwest,West,Southwest
Arizona,2024-07-10,Redfield & Wilton Strategies,87417,center/independent,419,Online Panel,lv,Joe Biden,39.0,419,Chase Oliver Donald Trump Jill Stein Joe Biden Robert F. Kennedy,0.6450483611962949,5,11.0,1.84,1.0220195548231945,1.0220195548231945,Online Non-Prob Panel,Southwest,West,Southwest
Arizona,2024-07-10,Redfield & Wilton Strategies,87417,center/independent,419,Online Panel,lv,Donald Trump,43.0,419,Chase Oliver Donald Trump Jill Stein Joe Biden Robert F. Kennedy,0.6450483611962949,5,11.0,1.84,1.0220195548231945,1.0220195548231945,Online Non-Prob Panel,Southwest,West,Southwest
National,2024-07-11,Noble Predictive Insights,87395,center/independent,1500,Online Panel/Text-to-Web,lv,Robert F. Kennedy,7.0,2295,Cornel West Donald Trump Jill Stein Joe Biden Robert F. Kennedy,1.5096511760294136,5,10.0,2.45,1.0978582525442937,1.0978582525442937,Includes Text-to-Web,,,
National,2024-07-11,Noble Predictive Insights,87395,center/independent,1500,Online Panel/Text-to-Web,lv,Joe Biden,40.0,2295,Cornel West Donald Trump Jill Stein Joe Biden Robert F. Kennedy,1.5096511760294136,5,10.0,2.45,1.0978582525442937,1.0978582525442937,Includes Text-to-Web,,,
National,2024-07-11,Noble Predictive Insights,87395,center/independent,1500,Online Panel/Text-to-Web,lv,Donald Trump,43.0,2295,Cornel West Donald Trump Jill Stein Joe Biden Robert F. Kennedy,1.5096511760294136,5,10.0,2.45,1.0978582525442937,1.0978582525442937,Includes Text-to-Web,,,
National,2024-07-10,Marist College,87377,center/independent,1174,Live Phone/Online Panel,rv,Robert F. Kennedy,8.0,1174,Chase Oliver Cornel West Donald Trump Jill Stein Joe Biden Robert F. Kennedy,1.0797403049424337,6,7.0,2.94,1.14905702518447,1.14905702518447,Includes Live Phone,,,
National,2024-07-10,Marist College,87377,center/independent,1174,Live Phone/Online Panel,rv,Joe Biden,42.0,1174,Chase Oliver Cornel West Donald Trump Jill Stein Joe Biden Robert F. Kennedy,1.0797403049424337,6,7.0,2.94,1.14905702518447,1.14905702518447,Includes Live Phone,,,
National,2024-07-10,Marist College,87377,center/independent,1174,Live Phone/Online Panel,rv,Donald Trump,43.0,1174,Chase Oliver Cornel West Donald Trump Jill Stein Joe Biden Robert F. Kennedy,1.0797403049424337,6,7.0,2.94,1.14905702518447,1.14905702518447,Includes Live Phone,,,
Iowa,2024-07-09,Cygnal,87414,right,600,Online Panel/Text-to-Web,lv,Joe Biden,39.4,600,Donald Trump Joe Biden,0.7718997315912125,2,9.200000000000005,2.11,1.0576095494602245,1.0576095494602245,Includes Text-to-Web,Rust Belt,Midwest,East North Central
Iowa,2024-07-09,Cygnal,87414,right,600,Online Panel/Text-to-Web,lv,Donald Trump,51.4,600,Donald Trump Joe Biden,0.7718997315912125,2,9.200000000000005,2.11,1.0576095494602245,1.0576095494602245,Includes Text-to-Web,Rust Belt,Midwest,East North Central
National,2024-07-09,Hart Research Associates/Public Opinion Strategies,87394,center/independent,800,Live Phone,rv,Robert F. Kennedy,10.0,800,Chase Oliver Cornel West Donald Trump Jill Stein Joe Biden Robert F. Kennedy,0.8913130356431728,6,13.0,2.69,1.123809812253723,1.123809812253723,Live Phone,,,
National,2024-07-09,Hart Research Associates/Public Opinion Strategies,87394,center/independent,800,Live Phone,rv,Joe Biden,37.0,800,Chase Oliver Cornel West Donald Trump Jill Stein Joe Biden Robert F. Kennedy,0.8913130356431728,6,13.0,2.69,1.123809812253723,1.123809812253723,Live Phone,,,
National,2024-07-09,Hart Research Associates/Public Opinion Strategies,87394,center/independent,800,Live Phone,rv,Donald Trump,40.0,800,Chase Oliver Cornel West Donald Trump Jill Stein Joe Biden Robert F. Kennedy,0.8913130356431728,6,13.0,2.69,1.123809812253723,1.123809812253723,Live Phone,,,
National,2024-07-10,Beacon Research/Shaw & Co. Research,87393,center/independent,1210,Live Phone/Text-to-Web,rv,Robert F. Kennedy,10.0,1210,Cornel West Donald Trump Jill Stein Joe Biden Robert F. Kennedy,1.096170095311405,5,5.0,2.8,1.1351264868314623,1.1351264868314623,Live Phone + Text-to-Web,,,
National,2024-07-10,Beacon Research/Shaw & Co. Research,87393,center/independent,1210,Live Phone/Text-to-Web,rv,Joe Biden,41.0,1210,Cornel West Donald Trump Jill Stein Joe Biden Robert F. Kennedy,1.096170095311405,5,5.0,2.8,1.1351264868314623,1.1351264868314623,Live Phone + Text-to-Web,,,
National,2024-07-10,Beacon Research/Shaw & Co. Research,87393,center/independent,1210,Live Phone/Text-to-Web,rv,Donald Trump,44.0,1210,Cornel West Donald Trump Jill Stein Joe Biden Robert F. Kennedy,1.096170095311405,5,5.0,2.8,1.1351264868314623,1.1351264868314623,Live Phone + Text-to-Web,,,
Wisconsin,2024-07-10,North Star Opinion Research,87380,center/independent,600,Live Phone,lv,Robert F. Kennedy,11.0,600,Chase Oliver Donald Trump Jill Stein Joe Biden Robert F. Kennedy,0.7718997315912125,5,15.0,1.07,0.8924845242001659,0.8924845242001659,Live Phone,Rust Belt,Midwest,East North Central
Wisconsin,2024-07-10,North Star Opinion Research,87380,center/independent,600,Live Phone,lv,Joe Biden,36.0,600,Chase Oliver Donald Trump Jill Stein Joe Biden Robert F. Kennedy,0.7718997315912125,5,15.0,1.07,0.8924845242001659,0.8924845242001659,Live Phone,Rust Belt,Midwest,East North Central
Wisconsin,2024-07-10,North Star Opinion Research,87380,center/independent,600,Live Phone,lv,Donald Trump,38.0,600,Chase Oliver Donald Trump Jill Stein Joe Biden Robert F. Kennedy,0.7718997315912125,5,15.0,1.07,0.8924845242001659,0.8924845242001659,Live Phone,Rust Belt,Midwest,East North Central
Virginia,2024-07-11,SoCal Research,87369,center/independent,1000,Online Panel,a,Joe Biden,47.0,1000,Donald Trump Joe Biden,0.9965182684649138,2,9.0,,1.0,1.0,Online Non-Prob Panel,Southeast,South,South Atlantic
Virginia,2024-07-11,SoCal Research,87369,center/independent,1000,Online Panel,a,Donald Trump,44.0,1000,Donald Trump Joe Biden,0.9965182684649138,2,9.0,,1.0,1.0,Online Non-Prob Panel,Southeast,South,South Atlantic
National,2024-07-08,Redfield & Wilton Strategies,87364,center/independent,1101,Online Panel,lv,Robert F. Kennedy,6.0,1101,Chase Oliver Donald Trump Joe Biden Robert F. Kennedy,1.0456321408517075,4,9.0,1.84,1.0220195548231945,1.0220195548231945,Online Non-Prob Panel,,,
National,2024-07-08,Redfield & Wilton Strategies,87364,center/independent,1101,Online Panel,lv,Joe Biden,42.0,1101,Chase Oliver Donald Trump Joe Biden Robert F. Kennedy,1.0456321408517075,4,9.0,1.84,1.0220195548231945,1.0220195548231945,Online Non-Prob Panel,,,
National,2024-07-08,Redfield & Wilton Strategies,87364,center/independent,1101,Online Panel,lv,Donald Trump,43.0,1101,Chase Oliver Donald Trump Joe Biden Robert F. Kennedy,1.0456321408517075,4,9.0,1.84,1.0220195548231945,1.0220195548231945,Online Non-Prob Panel,,,
National,2024-07-09,YouGov,87363,center/independent,1443,Online Panel,rv,Robert F. Kennedy,4.0,1443,Cornel West Donald Trump Jill Stein Joe Biden Robert F. Kennedy,1.1970669218934915,5,13.0,2.98,1.1529455986082322,0.7605592003503581,Online Non-Prob Panel,,,
National,2024-07-09,YouGov,87363,center/independent,1443,Online Panel,rv,Joe Biden,40.0,1443,Cornel West Donald Trump Jill Stein Joe Biden Robert F. Kennedy,1.1970669218934915,5,13.0,2.98,1.1529455986082322,0.7605592003503581,Online Non-Prob Panel,,,
National,2024-07-09,YouGov,87363,center/independent,1443,Online Panel,rv,Donald Trump,43.0,1443,Cornel West Donald Trump Jill Stein Joe Biden Robert F. Kennedy,1.1970669218934915,5,13.0,2.98,1.1529455986082322,0.7605592003503581,Online Non-Prob Panel,,,
