sponsors,pollster_rating_name,numeric_grade,pollscore,methodology,transparency_score,state,start_date,end_date,question_id,sample_size,population,partisan,party,candidate_name,pct,da_by_pop,pop_raverage7
,Focaldata,,,,3.0,Wisconsin,8/6/2024,2024-08-16,206393.0,700.0,All adults,,LIB,Chase Oliver,0.0,0.14285714285714285,0.14285714285714285
,Focaldata,,,,3.0,Nevada,8/6/2024,2024-08-16,206384.0,678.0,All adults,,LIB,Chase Oliver,1.0,0.14285714285714285,0.14285714285714285
CBS News,YouGov,2.9,-1.1,Online Panel,9.0,,8/14/2024,2024-08-16,206220.0,3253.0,Likely voters,,LIB,Chase Oliver,0.0,0.55,0.47040816326530616
,Roanoke College Institute for Policy and Opinion Research,2.6,-0.3,Live Phone/Online Panel,7.0,Virginia,8/12/2024,2024-08-16,206472.0,691.0,Likely voters,,LIB,Chase Oliver,2.0,0.55,0.4836734693877552
,Focaldata,,,,3.0,Pennsylvania,8/6/2024,2024-08-16,206392.0,719.0,Likely voters,,LIB,Chase Oliver,0.2,0.55,0.4969387755102041
,Focaldata,,,,3.0,Michigan,8/6/2024,2024-08-16,206383.0,702.0,Likely voters,,LIB,Chase Oliver,0.3,0.55,0.5102040816326531
,Focaldata,,,,3.0,Georgia,8/6/2024,2024-08-16,206380.0,651.0,Likely voters,,LIB,Chase Oliver,0.4,0.55,0.5234693877551021
,Focaldata,,,,3.0,Arizona,8/6/2024,2024-08-16,206377.0,702.0,Likely voters,,LIB,Chase Oliver,0.1,0.55,0.5367346938775511
,Focaldata,,,,3.0,North Carolina,8/6/2024,2024-08-16,206389.0,702.0,Likely voters,,LIB,Chase Oliver,0.4,0.55,0.55
,Focaldata,,,,3.0,Wisconsin,8/6/2024,2024-08-16,206395.0,700.0,Likely voters,,LIB,Chase Oliver,0.2,0.55,0.55
,Focaldata,,,,3.0,Nevada,8/6/2024,2024-08-16,206386.0,678.0,Likely voters,,LIB,Chase Oliver,1.4,0.55,0.55
University of Houston | Texas Southern University,YouGov,2.9,-1.1,Online Panel,9.0,Texas,8/5/2024,2024-08-16,206559.0,1365.0,Likely voters,,LIB,Chase Oliver,0.5,0.55,0.55
CBS News,YouGov,2.9,-1.1,Online Panel,9.0,,8/14/2024,2024-08-16,206220.0,3253.0,Likely voters,,IND,Cornel West,0.0,1.0,0.6828571428571429
,Roanoke College Institute for Policy and Opinion Research,2.6,-0.3,Live Phone/Online Panel,7.0,Virginia,8/12/2024,2024-08-16,206472.0,691.0,Likely voters,,IND,Cornel West,2.0,1.0,0.7857142857142857
,Morning Consult,1.8,-0.2,Online Panel,3.0,,8/14/2024,2024-08-16,206424.0,4000.0, Registered voters,,REP,Donald Trump,44.0,43.875,44.900510204081634
,Focaldata,,,,3.0,Pennsylvania,8/6/2024,2024-08-16,206391.0,, Registered voters,,REP,Donald Trump,46.0,43.875,44.72959183673469
,Focaldata,,,,3.0,Michigan,8/6/2024,2024-08-16,206382.0,, Registered voters,,REP,Donald Trump,44.0,43.875,44.558673469387756
,Focaldata,,,,3.0,Georgia,8/6/2024,2024-08-16,206379.0,, Registered voters,,REP,Donald Trump,47.0,43.875,44.38775510204082
,Focaldata,,,,3.0,Arizona,8/6/2024,2024-08-16,206376.0,, Registered voters,,REP,Donald Trump,45.0,43.875,44.21683673469387
,Focaldata,,,,3.0,North Carolina,8/6/2024,2024-08-16,206388.0,, Registered voters,,REP,Donald Trump,44.0,43.875,44.045918367346935
,Focaldata,,,,3.0,Wisconsin,8/6/2024,2024-08-16,206394.0,, Registered voters,,REP,Donald Trump,42.0,43.875,43.875
,Focaldata,,,,3.0,Nevada,8/6/2024,2024-08-16,206385.0,, Registered voters,,REP,Donald Trump,39.0,43.875,43.875
,Focaldata,,,,3.0,Pennsylvania,8/6/2024,2024-08-16,206390.0,719.0,All adults,,REP,Donald Trump,47.0,43.857142857142854,43.49591836734693
,Focaldata,,,,3.0,Michigan,8/6/2024,2024-08-16,206381.0,702.0,All adults,,REP,Donald Trump,42.0,43.857142857142854,44.132653061224495
,Focaldata,,,,3.0,Georgia,8/6/2024,2024-08-16,206378.0,651.0,All adults,,REP,Donald Trump,47.0,43.857142857142854,44.04081632653061
,Focaldata,,,,3.0,Arizona,8/6/2024,2024-08-16,206375.0,702.0,All adults,,REP,Donald Trump,46.0,43.857142857142854,43.94897959183673
,Focaldata,,,,3.0,North Carolina,8/6/2024,2024-08-16,206387.0,702.0,All adults,,REP,Donald Trump,43.0,43.857142857142854,43.857142857142854
,Focaldata,,,,3.0,Wisconsin,8/6/2024,2024-08-16,206393.0,700.0,All adults,,REP,Donald Trump,43.0,43.857142857142854,43.85714285714285
,Focaldata,,,,3.0,Nevada,8/6/2024,2024-08-16,206384.0,678.0,All adults,,REP,Donald Trump,39.0,43.857142857142854,43.857142857142854
CBS News,YouGov,2.9,-1.1,Online Panel,9.0,,8/14/2024,2024-08-16,206219.0,3253.0,Likely voters,,REP,Donald Trump,48.0,46.97894736842105,45.30134030728997
CBS News,YouGov,2.9,-1.1,Online Panel,9.0,,8/14/2024,2024-08-16,206220.0,3253.0,Likely voters,,REP,Donald Trump,47.0,46.97894736842105,45.58094148414515
,Roanoke College Institute for Policy and Opinion Research,2.6,-0.3,Live Phone/Online Panel,7.0,Virginia,8/12/2024,2024-08-16,206471.0,691.0,Likely voters,,REP,Donald Trump,44.0,46.97894736842105,45.86054266100033
,Roanoke College Institute for Policy and Opinion Research,2.6,-0.3,Live Phone/Online Panel,7.0,Virginia,8/12/2024,2024-08-16,206472.0,691.0,Likely voters,,REP,Donald Trump,42.0,46.97894736842105,46.14014383785551
,Focaldata,,,,3.0,Pennsylvania,8/6/2024,2024-08-16,206257.0,719.0,Likely voters,,REP,Donald Trump,49.8,46.97894736842105,46.41974501471069
,Focaldata,,,,3.0,Pennsylvania,8/6/2024,2024-08-16,206392.0,719.0,Likely voters,,REP,Donald Trump,46.9,46.97894736842105,46.69934619156588
,Focaldata,,,,3.0,Michigan,8/6/2024,2024-08-16,206258.0,702.0,Likely voters,,REP,Donald Trump,46.9,46.97894736842105,46.97894736842105
,Focaldata,,,,3.0,Michigan,8/6/2024,2024-08-16,206383.0,702.0,Likely voters,,REP,Donald Trump,43.8,46.97894736842105,46.97894736842105
,Focaldata,,,,3.0,Georgia,8/6/2024,2024-08-16,206259.0,651.0,Likely voters,,REP,Donald Trump,52.0,46.97894736842105,46.97894736842106
,Focaldata,,,,3.0,Georgia,8/6/2024,2024-08-16,206380.0,651.0,Likely voters,,REP,Donald Trump,49.4,46.97894736842105,46.97894736842105
,Focaldata,,,,3.0,Arizona,8/6/2024,2024-08-16,206260.0,702.0,Likely voters,,REP,Donald Trump,51.4,46.97894736842105,46.97894736842106
,Focaldata,,,,3.0,Arizona,8/6/2024,2024-08-16,206377.0,702.0,Likely voters,,REP,Donald Trump,45.9,46.97894736842105,46.97894736842105
,Focaldata,,,,3.0,North Carolina,8/6/2024,2024-08-16,206261.0,702.0,Likely voters,,REP,Donald Trump,50.2,46.97894736842105,46.97894736842105
,Focaldata,,,,3.0,North Carolina,8/6/2024,2024-08-16,206389.0,702.0,Likely voters,,REP,Donald Trump,45.6,46.97894736842105,46.97894736842106
,Focaldata,,,,3.0,Wisconsin,8/6/2024,2024-08-16,206262.0,700.0,Likely voters,,REP,Donald Trump,47.5,46.97894736842105,46.97894736842105
,Focaldata,,,,3.0,Wisconsin,8/6/2024,2024-08-16,206395.0,700.0,Likely voters,,REP,Donald Trump,44.0,46.97894736842105,46.97894736842105
,Focaldata,,,,3.0,Nevada,8/6/2024,2024-08-16,206263.0,678.0,Likely voters,,REP,Donald Trump,46.3,46.97894736842105,46.97894736842106
,Focaldata,,,,3.0,Nevada,8/6/2024,2024-08-16,206386.0,678.0,Likely voters,,REP,Donald Trump,42.4,46.97894736842105,46.97894736842105
University of Houston | Texas Southern University,YouGov,2.9,-1.1,Online Panel,9.0,Texas,8/5/2024,2024-08-16,206559.0,1365.0,Likely voters,,REP,Donald Trump,49.5,46.97894736842105,46.97894736842106
,Focaldata,,,,3.0,Pennsylvania,8/6/2024,2024-08-16,206391.0,, Registered voters,,GRE,Jill Stein,0.0,0.42857142857142855,0.47551020408163247
,Focaldata,,,,3.0,Michigan,8/6/2024,2024-08-16,206382.0,, Registered voters,,GRE,Jill Stein,1.0,0.42857142857142855,0.43316326530612226
,Focaldata,,,,3.0,Georgia,8/6/2024,2024-08-16,206379.0,, Registered voters,,GRE,Jill Stein,0.0,0.42857142857142855,0.39081632653061205
,Focaldata,,,,3.0,Arizona,8/6/2024,2024-08-16,206376.0,, Registered voters,,GRE,Jill Stein,0.0,0.42857142857142855,0.34846938775510183
,Focaldata,,,,3.0,North Carolina,8/6/2024,2024-08-16,206388.0,, Registered voters,,GRE,Jill Stein,1.0,0.42857142857142855,0.3061224489795916
,Focaldata,,,,3.0,Wisconsin,8/6/2024,2024-08-16,206394.0,, Registered voters,,GRE,Jill Stein,1.0,0.42857142857142855,0.36734693877551
,Focaldata,,,,3.0,Nevada,8/6/2024,2024-08-16,206385.0,, Registered voters,,GRE,Jill Stein,0.0,0.42857142857142855,0.4285714285714284
,Focaldata,,,,3.0,Pennsylvania,8/6/2024,2024-08-16,206390.0,719.0,All adults,,GRE,Jill Stein,0.0,0.42857142857142855,1.2326530612244897
,Focaldata,,,,3.0,Michigan,8/6/2024,2024-08-16,206381.0,702.0,All adults,,GRE,Jill Stein,1.0,0.42857142857142855,1.0653061224489797
,Focaldata,,,,3.0,Georgia,8/6/2024,2024-08-16,206378.0,651.0,All adults,,GRE,Jill Stein,0.0,0.42857142857142855,0.8979591836734694
,Focaldata,,,,3.0,Arizona,8/6/2024,2024-08-16,206375.0,702.0,All adults,,GRE,Jill Stein,0.0,0.42857142857142855,0.7877551020408163
,Focaldata,,,,3.0,North Carolina,8/6/2024,2024-08-16,206387.0,702.0,All adults,,GRE,Jill Stein,1.0,0.42857142857142855,0.6775510204081633
,Focaldata,,,,3.0,Wisconsin,8/6/2024,2024-08-16,206393.0,700.0,All adults,,GRE,Jill Stein,1.0,0.42857142857142855,0.5102040816326531
,Focaldata,,,,3.0,Nevada,8/6/2024,2024-08-16,206384.0,678.0,All adults,,GRE,Jill Stein,0.0,0.42857142857142855,0.42857142857142855
CBS News,YouGov,2.9,-1.1,Online Panel,9.0,,8/14/2024,2024-08-16,206220.0,3253.0,Likely voters,,GRE,Jill Stein,1.0,0.45,0.42857142857142855
,Roanoke College Institute for Policy and Opinion Research,2.6,-0.3,Live Phone/Online Panel,7.0,Virginia,8/12/2024,2024-08-16,206472.0,691.0,Likely voters,,GRE,Jill Stein,0.0,0.45,0.4321428571428572
,Focaldata,,,,3.0,Pennsylvania,8/6/2024,2024-08-16,206392.0,719.0,Likely voters,,GRE,Jill Stein,0.0,0.45,0.4357142857142858
,Focaldata,,,,3.0,Michigan,8/6/2024,2024-08-16,206383.0,702.0,Likely voters,,GRE,Jill Stein,0.5,0.45,0.43928571428571433
,Focaldata,,,,3.0,Georgia,8/6/2024,2024-08-16,206380.0,651.0,Likely voters,,GRE,Jill Stein,0.4,0.45,0.4428571428571429
,Focaldata,,,,3.0,Arizona,8/6/2024,2024-08-16,206377.0,702.0,Likely voters,,GRE,Jill Stein,0.3,0.45,0.44642857142857145
,Focaldata,,,,3.0,North Carolina,8/6/2024,2024-08-16,206389.0,702.0,Likely voters,,GRE,Jill Stein,0.6,0.45,0.45000000000000007
,Focaldata,,,,3.0,Wisconsin,8/6/2024,2024-08-16,206395.0,700.0,Likely voters,,GRE,Jill Stein,0.7,0.45,0.45
,Focaldata,,,,3.0,Nevada,8/6/2024,2024-08-16,206386.0,678.0,Likely voters,,GRE,Jill Stein,0.3,0.45,0.45000000000000007
University of Houston | Texas Southern University,YouGov,2.9,-1.1,Online Panel,9.0,Texas,8/5/2024,2024-08-16,206559.0,1365.0,Likely voters,,GRE,Jill Stein,0.7,0.45,0.45000000000000007
,,,,,,,,2024-08-16,,, Registered voters,,,Joe Biden,,,
,,,,,,,,2024-08-16,,,All adults,,,Joe Biden,,,
,,,,,,,,2024-08-16,,,Likely voters,,,Joe Biden,,,
,Morning Consult,1.8,-0.2,Online Panel,3.0,,8/14/2024,2024-08-16,206424.0,4000.0, Registered voters,,DEM,Kamala Harris,48.0,48.0,46.53061224489796
,Focaldata,,,,3.0,Pennsylvania,8/6/2024,2024-08-16,206391.0,, Registered voters,,DEM,Kamala Harris,49.0,48.0,46.775510204081634
,Focaldata,,,,3.0,Michigan,8/6/2024,2024-08-16,206382.0,, Registered voters,,DEM,Kamala Harris,50.0,48.0,47.0204081632653
,Focaldata,,,,3.0,Georgia,8/6/2024,2024-08-16,206379.0,, Registered voters,,DEM,Kamala Harris,46.0,48.0,47.265306122448976
,Focaldata,,,,3.0,Arizona,8/6/2024,2024-08-16,206376.0,, Registered voters,,DEM,Kamala Harris,45.0,48.0,47.51020408163265
,Focaldata,,,,3.0,North Carolina,8/6/2024,2024-08-16,206388.0,, Registered voters,,DEM,Kamala Harris,47.0,48.0,47.755102040816325
,Focaldata,,,,3.0,Wisconsin,8/6/2024,2024-08-16,206394.0,, Registered voters,,DEM,Kamala Harris,50.0,48.0,48.0
,Focaldata,,,,3.0,Nevada,8/6/2024,2024-08-16,206385.0,, Registered voters,,DEM,Kamala Harris,49.0,48.0,48.0
,Focaldata,,,,3.0,Pennsylvania,8/6/2024,2024-08-16,206390.0,719.0,All adults,,DEM,Kamala Harris,47.0,47.285714285714285,47.036734693877555
,Focaldata,,,,3.0,Michigan,8/6/2024,2024-08-16,206381.0,702.0,All adults,,DEM,Kamala Harris,50.0,47.285714285714285,47.80612244897959
,Focaldata,,,,3.0,Georgia,8/6/2024,2024-08-16,206378.0,651.0,All adults,,DEM,Kamala Harris,46.0,47.285714285714285,47.632653061224495
,Focaldata,,,,3.0,Arizona,8/6/2024,2024-08-16,206375.0,702.0,All adults,,DEM,Kamala Harris,42.0,47.285714285714285,47.45918367346939
,Focaldata,,,,3.0,North Carolina,8/6/2024,2024-08-16,206387.0,702.0,All adults,,DEM,Kamala Harris,47.0,47.285714285714285,47.285714285714285
,Focaldata,,,,3.0,Wisconsin,8/6/2024,2024-08-16,206393.0,700.0,All adults,,DEM,Kamala Harris,50.0,47.285714285714285,47.285714285714285
,Focaldata,,,,3.0,Nevada,8/6/2024,2024-08-16,206384.0,678.0,All adults,,DEM,Kamala Harris,49.0,47.285714285714285,47.285714285714285
CBS News,YouGov,2.9,-1.1,Online Panel,9.0,,8/14/2024,2024-08-16,206219.0,3253.0,Likely voters,,DEM,Kamala Harris,51.0,48.742105263157896,46.65632559660019
CBS News,YouGov,2.9,-1.1,Online Panel,9.0,,8/14/2024,2024-08-16,206220.0,3253.0,Likely voters,,DEM,Kamala Harris,49.0,48.742105263157896,47.00395554102647
,Roanoke College Institute for Policy and Opinion Research,2.6,-0.3,Live Phone/Online Panel,7.0,Virginia,8/12/2024,2024-08-16,206471.0,691.0,Likely voters,,DEM,Kamala Harris,47.0,48.742105263157896,47.35158548545276
,Roanoke College Institute for Policy and Opinion Research,2.6,-0.3,Live Phone/Online Panel,7.0,Virginia,8/12/2024,2024-08-16,206472.0,691.0,Likely voters,,DEM,Kamala Harris,45.0,48.742105263157896,47.69921542987904
,Focaldata,,,,3.0,Pennsylvania,8/6/2024,2024-08-16,206257.0,719.0,Likely voters,,DEM,Kamala Harris,50.2,48.742105263157896,48.04684537430533
,Focaldata,,,,3.0,Pennsylvania,8/6/2024,2024-08-16,206392.0,719.0,Likely voters,,DEM,Kamala Harris,48.2,48.742105263157896,48.39447531873161
,Focaldata,,,,3.0,Michigan,8/6/2024,2024-08-16,206258.0,702.0,Likely voters,,DEM,Kamala Harris,53.1,48.742105263157896,48.742105263157896
,Focaldata,,,,3.0,Michigan,8/6/2024,2024-08-16,206383.0,702.0,Likely voters,,DEM,Kamala Harris,50.8,48.742105263157896,48.742105263157896
,Focaldata,,,,3.0,Georgia,8/6/2024,2024-08-16,206259.0,651.0,Likely voters,,DEM,Kamala Harris,48.0,48.742105263157896,48.742105263157896
,Focaldata,,,,3.0,Georgia,8/6/2024,2024-08-16,206380.0,651.0,Likely voters,,DEM,Kamala Harris,45.3,48.742105263157896,48.742105263157896
,Focaldata,,,,3.0,Arizona,8/6/2024,2024-08-16,206260.0,702.0,Likely voters,,DEM,Kamala Harris,48.6,48.742105263157896,48.742105263157896
,Focaldata,,,,3.0,Arizona,8/6/2024,2024-08-16,206377.0,702.0,Likely voters,,DEM,Kamala Harris,44.9,48.742105263157896,48.742105263157896
,Focaldata,,,,3.0,North Carolina,8/6/2024,2024-08-16,206261.0,702.0,Likely voters,,DEM,Kamala Harris,49.8,48.742105263157896,48.742105263157896
,Focaldata,,,,3.0,North Carolina,8/6/2024,2024-08-16,206389.0,702.0,Likely voters,,DEM,Kamala Harris,47.0,48.742105263157896,48.742105263157896
,Focaldata,,,,3.0,Wisconsin,8/6/2024,2024-08-16,206262.0,700.0,Likely voters,,DEM,Kamala Harris,52.5,48.742105263157896,48.742105263157896
,Focaldata,,,,3.0,Wisconsin,8/6/2024,2024-08-16,206395.0,700.0,Likely voters,,DEM,Kamala Harris,49.6,48.742105263157896,48.742105263157896
,Focaldata,,,,3.0,Nevada,8/6/2024,2024-08-16,206263.0,678.0,Likely voters,,DEM,Kamala Harris,53.7,48.742105263157896,48.742105263157896
,Focaldata,,,,3.0,Nevada,8/6/2024,2024-08-16,206386.0,678.0,Likely voters,,DEM,Kamala Harris,47.8,48.742105263157896,48.742105263157896
University of Houston | Texas Southern University,YouGov,2.9,-1.1,Online Panel,9.0,Texas,8/5/2024,2024-08-16,206559.0,1365.0,Likely voters,,DEM,Kamala Harris,44.6,48.742105263157896,48.742105263157896
,Focaldata,,,,3.0,Pennsylvania,8/6/2024,2024-08-16,206391.0,, Registered voters,,IND,Robert F. Kennedy,4.0,5.714285714285714,4.8277551020408165
,Focaldata,,,,3.0,Michigan,8/6/2024,2024-08-16,206382.0,, Registered voters,,IND,Robert F. Kennedy,4.0,5.714285714285714,5.0697959183673476
,Focaldata,,,,3.0,Georgia,8/6/2024,2024-08-16,206379.0,, Registered voters,,IND,Robert F. Kennedy,3.0,5.714285714285714,5.311836734693878
,Focaldata,,,,3.0,Arizona,8/6/2024,2024-08-16,206376.0,, Registered voters,,IND,Robert F. Kennedy,9.0,5.714285714285714,5.553877551020408
,Focaldata,,,,3.0,North Carolina,8/6/2024,2024-08-16,206388.0,, Registered voters,,IND,Robert F. Kennedy,6.0,5.714285714285714,5.79591836734694
,Focaldata,,,,3.0,Wisconsin,8/6/2024,2024-08-16,206394.0,, Registered voters,,IND,Robert F. Kennedy,5.0,5.714285714285714,5.755102040816327
,Focaldata,,,,3.0,Nevada,8/6/2024,2024-08-16,206385.0,, Registered voters,,IND,Robert F. Kennedy,9.0,5.714285714285714,5.714285714285714
,Focaldata,,,,3.0,Pennsylvania,8/6/2024,2024-08-16,206390.0,719.0,All adults,,IND,Robert F. Kennedy,4.0,6.0,5.457142857142857
,Focaldata,,,,3.0,Michigan,8/6/2024,2024-08-16,206381.0,702.0,All adults,,IND,Robert F. Kennedy,5.0,6.0,5.4071428571428575
,Focaldata,,,,3.0,Georgia,8/6/2024,2024-08-16,206378.0,651.0,All adults,,IND,Robert F. Kennedy,3.0,6.0,5.357142857142857
,Focaldata,,,,3.0,Arizona,8/6/2024,2024-08-16,206375.0,702.0,All adults,,IND,Robert F. Kennedy,9.0,6.0,5.642857142857143
,Focaldata,,,,3.0,North Carolina,8/6/2024,2024-08-16,206387.0,702.0,All adults,,IND,Robert F. Kennedy,7.0,6.0,5.785714285714286
,Focaldata,,,,3.0,Wisconsin,8/6/2024,2024-08-16,206393.0,700.0,All adults,,IND,Robert F. Kennedy,5.0,6.0,5.857142857142857
,Focaldata,,,,3.0,Nevada,8/6/2024,2024-08-16,206384.0,678.0,All adults,,IND,Robert F. Kennedy,9.0,6.0,6.0
CBS News,YouGov,2.9,-1.1,Online Panel,9.0,,8/14/2024,2024-08-16,206220.0,3253.0,Likely voters,,IND,Robert F. Kennedy,2.0,4.3100000000000005,4.183571428571428
,Roanoke College Institute for Policy and Opinion Research,2.6,-0.3,Live Phone/Online Panel,7.0,Virginia,8/12/2024,2024-08-16,206472.0,691.0,Likely voters,,IND,Robert F. Kennedy,6.0,4.3100000000000005,4.204642857142857
,Focaldata,,,,3.0,Pennsylvania,8/6/2024,2024-08-16,206392.0,719.0,Likely voters,,IND,Robert F. Kennedy,3.8,4.3100000000000005,4.225714285714285
,Focaldata,,,,3.0,Michigan,8/6/2024,2024-08-16,206383.0,702.0,Likely voters,,IND,Robert F. Kennedy,3.7,4.3100000000000005,4.246785714285714
,Focaldata,,,,3.0,Georgia,8/6/2024,2024-08-16,206380.0,651.0,Likely voters,,IND,Robert F. Kennedy,2.2,4.3100000000000005,4.267857142857143
,Focaldata,,,,3.0,Arizona,8/6/2024,2024-08-16,206377.0,702.0,Likely voters,,IND,Robert F. Kennedy,7.4,4.3100000000000005,4.288928571428571
,Focaldata,,,,3.0,North Carolina,8/6/2024,2024-08-16,206389.0,702.0,Likely voters,,IND,Robert F. Kennedy,4.8,4.3100000000000005,4.3100000000000005
,Focaldata,,,,3.0,Wisconsin,8/6/2024,2024-08-16,206395.0,700.0,Likely voters,,IND,Robert F. Kennedy,4.4,4.3100000000000005,4.3100000000000005
,Focaldata,,,,3.0,Nevada,8/6/2024,2024-08-16,206386.0,678.0,Likely voters,,IND,Robert F. Kennedy,6.8,4.3100000000000005,4.3100000000000005
University of Houston | Texas Southern University,YouGov,2.9,-1.1,Online Panel,9.0,Texas,8/5/2024,2024-08-16,206559.0,1365.0,Likely voters,,IND,Robert F. Kennedy,2.0,4.3100000000000005,4.3100000000000005
,The New York Times/Siena College,3.0,-1.5,Live Phone,9.0,Nevada,8/12/2024,2024-08-15,206210.0,677.0, Registered voters,,LIB,Chase Oliver,0.0,1.0,1.0714285714285714
,The New York Times/Siena College,3.0,-1.5,Live Phone,9.0,Arizona,8/8/2024,2024-08-15,206207.0,677.0, Registered voters,,LIB,Chase Oliver,2.0,1.0,1.0714285714285714
,Redfield & Wilton Strategies,1.8,0.3,Online Panel,9.0,,8/15/2024,2024-08-15,206363.0,1238.0,Likely voters,,LIB,Chase Oliver,1.0,0.4571428571428572,0.2653061224489796
,The New York Times/Siena College,3.0,-1.5,Live Phone,9.0,Nevada,8/12/2024,2024-08-15,206214.0,677.0,Likely voters,,LIB,Chase Oliver,0.0,0.4571428571428572,0.18775510204081636
The Telegraph,Redfield & Wilton Strategies,1.8,0.3,Online Panel,9.0,Arizona,8/12/2024,2024-08-15,206353.0,592.0,Likely voters,,LIB,Chase Oliver,1.0,0.4571428571428572,0.25306122448979596
The Telegraph,Redfield & Wilton Strategies,1.8,0.3,Online Panel,9.0,Florida,8/12/2024,2024-08-15,206354.0,1296.0,Likely voters,,LIB,Chase Oliver,1.0,0.4571428571428572,0.3040816326530612
The Telegraph,Redfield & Wilton Strategies,1.8,0.3,Online Panel,9.0,Georgia,8/12/2024,2024-08-15,206355.0,692.0,Likely voters,,LIB,Chase Oliver,0.0,0.4571428571428572,0.3551020408163265
The Telegraph,Redfield & Wilton Strategies,1.8,0.3,Online Panel,9.0,Michigan,8/12/2024,2024-08-15,206356.0,530.0,Likely voters,,LIB,Chase Oliver,0.0,0.4571428571428572,0.40612244897959193
The Telegraph,Redfield & Wilton Strategies,1.8,0.3,Online Panel,9.0,Minnesota,8/12/2024,2024-08-15,206357.0,475.0,Likely voters,,LIB,Chase Oliver,0.0,0.4571428571428572,0.4571428571428572
The Telegraph,Redfield & Wilton Strategies,1.8,0.3,Online Panel,9.0,Nevada,8/12/2024,2024-08-15,206358.0,536.0,Likely voters,,LIB,Chase Oliver,1.0,0.4571428571428572,0.4571428571428572
The Telegraph,Redfield & Wilton Strategies,1.8,0.3,Online Panel,9.0,New Mexico,8/12/2024,2024-08-15,206359.0,453.0,Likely voters,,LIB,Chase Oliver,0.0,0.4571428571428572,0.4571428571428572
The Telegraph,Redfield & Wilton Strategies,1.8,0.3,Online Panel,9.0,North Carolina,8/12/2024,2024-08-15,206360.0,601.0,Likely voters,,LIB,Chase Oliver,1.0,0.4571428571428572,0.4571428571428572
The Telegraph,Redfield & Wilton Strategies,1.8,0.3,Online Panel,9.0,Pennsylvania,8/12/2024,2024-08-15,206361.0,825.0,Likely voters,,LIB,Chase Oliver,0.0,0.4571428571428572,0.4571428571428572
The Telegraph,Redfield & Wilton Strategies,1.8,0.3,Online Panel,9.0,Wisconsin,8/12/2024,2024-08-15,206362.0,469.0,Likely voters,,LIB,Chase Oliver,0.0,0.4571428571428572,0.4571428571428572
,Outward Intelligence,,,Online Panel,3.5,,8/11/2024,2024-08-15,206080.0,1858.0,Likely voters,,LIB,Chase Oliver,0.4,0.4571428571428572,0.4571428571428572
